end_date,title,start_time,end_time,start_date,location
"3 
                          May
                          2017",LGBT First Wednesdays Event: Respect and Inclusivity,05:15pm,06:45pm,"3 
                          May
                          2017","Williams building w142, Middlesex University, London, NW4 4BT"
"27 
                          April
                          2017",Psychology Department Research Seminar with Amy Woy,12:00pm,01:00pm,"27 
                          April
                          2017","College Building C133, Middlesex University, the Burroughs, London, NW4 4BT"
"31 
                          March
                          2017",IDP Expo (Dubai),02:00pm,08:00pm,"31 
                          March
                          2017","Crown Plaza Hotel, Dubai"
"4 
                          April
                          2017",Changing Prisons in Challenging Times- Revisited,09:00am,02:00pm,"4 
                          April
                          2017","The Boardroom, C219-20, College Building Middlesex University, The Burroughs, London, NW4 4BT"
"4 
                          April
                          2017",MDX Jazz Presents BA Jazz Ensemles at the Vortex Jazz Club,07:30pm,11:00pm,"4 
                          April
                          2017","Vortex Jazz Club, 11 Gillett Square, London, N16 8AZ"
"29 
                          March
                          2017",Early Years Educators in the Baby Room,12:00pm,01:30pm,"29 
                          March
                          2017","C122, Middlesex University, College Building, London, NW4 4BT"
"25 
                          March
                          2017",Expo Posgrados en Europa (Colombia),02:30pm,07:00pm,"25 
                          March
                          2017",Centro de Convenciones Gonzalo Jiménez de Quesada
"29 
                          March
                          2017",MBA Webinar,02:00pm,02:45pm,"29 
                          March
                          2017",Online
"29 
                          March
                          2017",IDP Expo (Iran),04:00pm,08:00pm,"29 
                          March
                          2017","Parsian Hotel, Tehran"
"4 
                          April
                          2017",Middlesex artists exhibit at Hornsey Town Hall,10:00am,05:00pm,"30 
                          March
                          2017","The Ply Gallery, Hornsey Town Hall, the Broadway, London, N8 9JJ"
"6 
                          April
                          2017",SmART Cities and Waste Research Workshop,09:30am,05:00pm,"6 
                          April
                          2017","Room 305 The Grove Building, Middlesex University, The Burroughs, London, NW4 4BT"
"24 
                          March
                          2017",Expo Estudiante (Colombia),01:00pm,06:00pm,"24 
                          March
                          2017",Dann Carlton Hotel (Ritz Room)
"25 
                          March
                          2017",The 8th Annual Strength and Conditioning Student Conference,09:30am,05:00pm,"25 
                          March
                          2017","Middlesex University, the Burroughs, London, NW4 4BT"
"25 
                          March
                          2017",IDP UK fair (Vietnam),12:30am,05:00am,"25 
                          March
                          2017","Pan Pacific Hotel - No.01 Thanh Niên Road, Yen Phu Street, Tay Ho District"
"22 
                          March
                          2017",Uniserv (Uganda),09:00am,01:00pm,"22 
                          March
                          2017",GEMS Cambridge School – Kampala
"22 
                          March
                          2017",CEEDR/CUSP-ADRI Joint Seminar: Sustainable Prosperity & the Cultural Industries,04:00pm,06:00pm,"22 
                          March
                          2017","C219-C220; Board room, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"23 
                          March
                          2017",ECL (Kenya),10:00am,05:00pm,"23 
                          March
                          2017",Kunste Hotel - Nakuru
"23 
                          March
                          2017",Mount Kenya Regional Education & Career Fairs – Nakuru,10:00am,05:00pm,"23 
                          March
                          2017",Kunste Hotel – Nakuru
"23 
                          March
                          2017",Uniserv (Tanzania),10:00am,01:00pm,"23 
                          March
                          2017",Ramada Encore Hotel – Dar
"21 
                          March
                          2017",Workshop with the Firebird Chamber Orchestra,06:30pm,08:30pm,"21 
                          March
                          2017","Concert Room (2nd floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"7 
                          April
                          2017",Criminology Lecture,01:00pm,04:00pm,"7 
                          April
                          2017","Committee Room 3, Hendon Town Hall, Middlesex University, The Burroughs, London, NW4 4AX"
"23 
                          March
                          2017",EDUTEX (Bahrain),09:00am,08:00pm,"21 
                          March
                          2017","Hall 2B, International Exhibition and Convention Centre"
"21 
                          March
                          2017",Expo Estudiante (Colombia),02:30pm,07:00pm,"21 
                          March
                          2017",San Fernando Plaza Hotel (Corales & Ceibas Rooms)
"21 
                          March
                          2017",Uniserv (Uganda),04:00pm,08:00pm,"21 
                          March
                          2017",Imperial Royale Hotel – Kampala
"16 
                          March
                          2017",Psychology Research Seminar with Dr Joe Levy,04:00pm,05:00pm,"16 
                          March
                          2017","College Building C133, Middlesex University, London, NW4 4BT"
"18 
                          March
                          2017",The International Master Congress (The Netherlands),09:30am,05:30pm,"17 
                          March
                          2017",RAI Amsterdam
"18 
                          March
                          2017",Uniserv (Kenya),10:00am,06:00pm,"17 
                          March
                          2017",Sarit Center – Nairobi
"17 
                          March
                          2017",Salao do Estudante (Brazil),03:00pm,08:00pm,"17 
                          March
                          2017",Centro de Eventos da PUC (Building 41)
"30 
                          March
                          2017",Spring Concert: Middlesex University Choir and the London Firebird Orchestra,07:30pm,09:00pm,"30 
                          March
                          2017","St Pancras Church, Euston Rd, NW1 2BA"
"2 
                          July
                          2017",Exhibition: The Things that Make You Sick,12:00am,12:00am,"6 
                          May
                          2017","Institute of Contemporary Arts, The Mall, St. James's, London SW1Y 5AH"
"16 
                          March
                          2017",North London Literary Festival 2017,11:00am,08:30pm,"16 
                          March
                          2017","The College Building, Middlesex University, The Burroughs, London NW4 4BT"
"19 
                          March
                          2017",Qualifica (Portugal),11:00am,05:00pm,"16 
                          March
                          2017",Exponor Feira International do Porto
"23 
                          March
                          2017",Wandering Bodies – Ambient Literature and Thinking with Place,03:00pm,04:00pm,"23 
                          March
                          2017","Room C127, College Building, Middlesex University, London, NW4 4BT"
"15 
                          March
                          2017",Inaugural Lecture with Trish Hafford-Letchfield,04:00pm,04:30pm,"15 
                          March
                          2017","Boardroom, College building, Middlesex University, The Burroughs, London, NW4 4BT"
"16 
                          March
                          2017",Coast Region Education & Careers Fair - Mombasa,10:00am,05:00pm,"15 
                          March
                          2017",Aga Khan Sports Complex - Mombasa
"15 
                          March
                          2017",Salao do Estudante (Brazil),02:30pm,07:30pm,"15 
                          March
                          2017",Sofitel Rio de Janeiro (Rio de J. Rooms)
"15 
                          March
                          2017",Salao do Estudante (Brazil),03:00pm,08:00pm,"15 
                          March
                          2017",Avenida Atlantica 4240 Copacabana RIO DE JANEIRO - RJ
"15 
                          March
                          2017",Middlesex University STEM Festival,05:00pm,08:00pm,"15 
                          March
                          2017","The Quad, Middlesex University, the Burroughs, London, NW4 4BT"
"16 
                          March
                          2017",EDUKEX Kuwait Exhibition March 2017 (Kuwait),08:30am,09:00pm,"15 
                          March
                          2017","Al Fotouh Ballroom of The Regency Hotel, Kuwait."
"15 
                          March
                          2017",On what principles should an EU directive on whistleblowing be based?,04:00pm,06:00pm,"15 
                          March
                          2017","W241, Williams Building, Middlesex University, The Burroughs, London NW4 4BT"
"1 
                          January
                          2016",The People of the Web: the changing shape of populism in a digital society - a research seminar with Dr Paulo Gerbaudo,04:00pm,12:00am,"14 
                          March
                          2017",CG83
"14 
                          March
                          2017",Popular Music end-of-year performance,07:00pm,11:00pm,"14 
                          March
                          2017","Camden Assembly, 49 Chalk Farm Road, Camden, London NW1 8AN"
"30 
                          March
                          2017",Psychology Department Research Seminar - Dr Andrew Dunn,04:00pm,05:00pm,"30 
                          March
                          2017","C126 College Building, Middlesex University, The Burroughs, London, NW4 4BT"
"11 
                          March
                          2017",Salao do Estudante (Brazil),02:30pm,07:30pm,"11 
                          March
                          2017",Centro de Eventos do Colégio São Luis
"14 
                          March
                          2017",Salao do Estudante (Brazil),02:30pm,07:30pm,"14 
                          March
                          2017",Windsor Barra Hotel (Queluz Rooms)
"14 
                          March
                          2017","Salao do Estudante (Rio Barra, Brazil)",03:00pm,08:00pm,"14 
                          March
                          2017",Windsor Barra Hotel (Queluz Rooms)
"12 
                          March
                          2016","Salao do Estudante (Sao Paulo, Brazil)",02:00pm,07:00pm,"11 
                          March
                          2017",Centro de Eventos do Colégio São Luis
"9 
                          March
                          2017",Education UK UAE Art and Design Study Tour March 2017,09:00am,06:00pm,"9 
                          March
                          2017","DUBAI, UAE"
"9 
                          March
                          2017",SHARMED: promoting migrant-background children’s inclusion and learning in three European countries,03:00pm,04:00pm,"9 
                          March
                          2017","Room C126, College Building, Middlesex University, London, NW4 4BT"
"14 
                          March
                          2017",Salao do Estudante (Brazil),03:00pm,08:00pm,"14 
                          March
                          2017",Windsor Barra Hotel (Queluz Rooms)
"11 
                          March
                          2017",Gse-Beo Interview day (Vietnam),01:00am,04:30am,"11 
                          March
                          2017","Hanoi Daewoo Hotel - 360 Kim Ma Street, Ba Dinh District, Hanoi"
"12 
                          March
                          2017",Salao do Estudante (Brazil),02:00pm,07:00pm,"11 
                          March
                          2017",Centro de Eventos do Colégio São Luis
"14 
                          March
                          2017",Early Years Intervention,12:00pm,01:30pm,"14 
                          March
                          2017","C133 (College Building), Middlesex University, the Burroughs, London, NW4 4BT"
"15 
                          March
                          2017","Salao do Estudante (Rio de Janeiro, Brazil)",03:00pm,08:00pm,"15 
                          March
                          2017",Sofitel Rio de Janeiro (Rio de J. Rooms)
"7 
                          March
                          2017",Starting Out in the Classical Music Business,06:15pm,08:00pm,"7 
                          March
                          2017","Concert Room (2nd Floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"10 
                          April
                          2017",Race equality in the NHS workforce,03:00pm,07:00pm,"10 
                          April
                          2017","Town Hall, Committee Room 2, Middlesex University, London, NW4 4BT"
"8 
                          March
                          2017",MDX Jazz Presents Maria Chiara Argirò Group at the Spice of Life,08:00pm,11:00pm,"8 
                          March
                          2017","Spice of Life, Soho, 6 Moor Street, W1D 5NA, London, UK"
"12 
                          March
                          2017",Nairobi International Education Fair,09:00am,05:00pm,"9 
                          March
                          2017",Sarit Center Nairobi
"4 
                          March
                          2017",Destination Britain (Canada),10:30am,04:00pm,"4 
                          March
                          2017","Delta Toronto, 75 Lower Simcoe Street, Toronto, Ontario"
"7 
                          March
                          2017",Education UK Exhibition (Oman),08:30am,09:00pm,"5 
                          March
                          2017","City Seasons Hotel, Muscat"
"5 
                          March
                          2017",STUDY AND GO ABROAD FAIR (Canada),01:00pm,05:00pm,"5 
                          March
                          2017","Metro Toronto Convention Centre, North Building Constitution Halls 105-106 255 Front Street West, Toronto"
"5 
                          March
                          2017","STUDY AND GO ABROAD FAIR (Toronto, Canada)",01:00pm,05:00pm,"5 
                          March
                          2017","Metro Toronto Convention Centre, North Building Constitution Halls 105-106 255 Front Street West, Toronto"
"3 
                          March
                          2017",Mount Kenya Regional Education & Career Fairs - Meru,10:00am,05:00pm,"2 
                          March
                          2017",West Wind Hotel – Meru
"2 
                          March
                          2017",Psychology Department Research Seminar - Prof Olga van den Akker,03:00pm,04:00pm,"2 
                          March
                          2017","College Building C133, Middlesex University, London, NW4 4BT"
"11 
                          March
                          2017",Oslo Destination Britain Event (Norway),04:00pm,06:00pm,"10 
                          March
                          2017","Felix Konferansesenter at Aker Brygge, Bryggetorget 3, 0250 Oslo, Norway"
"3 
                          March
                          2017","Destination Britain Fair (Toronto, Canada)",10:30am,04:00pm,"3 
                          March
                          2017","75 Lower Simcoe Street, Toronto, ON, M5J 3A6"
"5 
                          March
                          2016",Vietint UK fair (Vietnam),06:00am,09:30am,"5 
                          March
                          2017","Lotte Hotel Hanoi - 54 Lieu Giai, Ba Dinh, Hanoi"
"23 
                          February
                          2017",What for Mexico After Trump’s Election?,05:30pm,07:30pm,"23 
                          February
                          2017","Room C217, College Building, Middlesex University, The Burroughs, London NW4 4BT"
"14 
                          March
                          2017",Piano Recital with Ian Pace,06:15pm,08:00pm,"14 
                          March
                          2017","Concert Room (2nd floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"24 
                          February
                          2017",Aptech Career Quest with Middlesex University (Saudi Arabia),06:00pm,09:00pm,"24 
                          February
                          2017",Marriott Courtyard Hotel
"2 
                          March
                          2017",GESCO 10th Educational Exhibition (Jordan),09:00am,09:00pm,"1 
                          March
                          2017",Al-Reem Hall at Kempinski Hotel (1st Floor)
"27 
                          February
                          2017",02,09:00am,05:00pm,"27 
                          February
                          2017",Milan Marriott Hotel
"22 
                          February
                          2017",IDP (India),11:00am,04:00pm,"22 
                          February
                          2017",JW Marriott
"22 
                          February
                          2017",Children and the media,02:00pm,03:30pm,"22 
                          February
                          2017","C101, College Building, Middlesex University, London, NW4 4BT"
"23 
                          February
                          2017","#NotAskingForIt: Rape, Discourse and Media",09:30am,06:00pm,"23 
                          February
                          2017","Middlesex University, Committee Room 1, Town Hall, The Burroughs, Hendon, NW4 4BT"
"24 
                          February
                          2017",Mount Kenya Regional Education & Career Fairs - Nyeri,10:00am,05:00pm,"23 
                          February
                          2017",St. Peters Cathedral – Nyeri
"18 
                          February
                          2017",IDP (India),11:00am,05:00pm,"18 
                          February
                          2017",Le Meridian Hotel
"19 
                          February
                          2017",IDP (India),11:00am,04:00pm,"19 
                          February
                          2017",JW Marriott Mumbai
"20 
                          February
                          2017",IDP (India),11:00am,04:00pm,"20 
                          February
                          2017",Courtyard by Marriott
"20 
                          February
                          2017",Varna IWEF Fair (Bulgaria),11:00am,04:00pm,"20 
                          February
                          2017",Gallery Graffit Hotel
"21 
                          February
                          2017",Our Story: The History of LGBT Rights in the UK,06:00pm,09:00pm,"21 
                          February
                          2017","Hogan Lovells International, LLP, 50 Holborn Viaduct, London, EC1A 2FG"
"17 
                          February
                          2017",STUDY UK NIGERIA EXHIBITIONS (Nigeria),10:00am,03:00pm,"17 
                          February
                          2017","Classique Event Place, 7A Kudirat Abiola Way, Oregun, Lagos"
"11 
                          March
                          2017",MA Photography Graduate Showcase 2017,10:00am,06:00pm,"8 
                          March
                          2017","The Four Corners Gallery, 121 Roman Road, London E2 0QN"
"20 
                          March
                          2017",Uniserv (Kenya),10:00am,06:00pm,"20 
                          March
                          2017",Best Western Creekside Hotel - Msa
"19 
                          February
                          2017",Global Education Placement Fair (Tanzania),10:00am,04:00pm,"18 
                          February
                          2017",Kilimanjaro Kempinski Hotel -Dar
"18 
                          February
                          2017",STUDY UK (Nigeria),10:00am,03:00pm,"18 
                          February
                          2017","Classique Event Place, 7A Kudirat Abiola Way, Oregun, Lagos"
"18 
                          February
                          2017",Edwise (India),11:00am,05:00pm,"18 
                          February
                          2017",Fortune Inn Sree Kanya
"15 
                          February
                          2017","Homo, bi and transphobic bullying in the workplace",05:15pm,06:45pm,"15 
                          February
                          2017","CG48 - College Building, Middlesex University, the Burroughs, London, NW4 4BT"
"16 
                          February
                          2017",Psychology Research Seminar with Professor Tom Dickens,12:00pm,01:00pm,"16 
                          February
                          2017","College Building C133, Middlesex University, the Burroughs, London, NW4 4BT"
"17 
                          February
                          2017","International Migration, Integration and Social Cohesion Conference",09:00am,07:00pm,"17 
                          February
                          2017","Middlesex University, London, the Burroughs, London, NW4 4BT"
"19 
                          February
                          2017",International University and Career Expo (Mauritius),09:00am,05:00pm,"17 
                          February
                          2017","Swami Vivekananda International Convention Centre, Pailles."
"3 
                          March
                          2017",Destination Britain (Canada),10:30am,04:00pm,"3 
                          March
                          2017","75 Lower Simcoe Street, Toronto, ON, M5J 3A6"
"23 
                          February
                          2017",Behind Closed Doors: dramatizing hidden truths in real stories,03:00pm,04:00pm,"23 
                          February
                          2017","Room C126, College Building, Middlesex University, London, NW4 4BT"
"7 
                          March
                          2017",Barnet Entrepreneurship Competition Final,05:00pm,08:00pm,"7 
                          March
                          2017","Hammersons plc, 90 York Way, Kings Cross, London N1 9GE"
"16 
                          February
                          2017",Oslo University Fair (Norway),10:00am,03:00pm,"15 
                          February
                          2017","Oslo Spektrum, Sonia Henies pl. 2, N-0185 Oslo, Norway"
"15 
                          February
                          2017",Power and politics in childhood,12:00pm,01:30pm,"15 
                          February
                          2017","C126, College Building, Middlesex University, London, NW4 4BT"
"28 
                          February
                          2017",Measuring Success in a Fragmented Record Industry,06:15pm,08:00pm,"28 
                          February
                          2017","Concert Room (2nd floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"15 
                          February
                          2017",Frontiers of Criminal Justice - Book Launch,05:00pm,07:00pm,"15 
                          February
                          2017","The Boardroom C219-20, Middlesex University London & 2nd Floor Mezzanine College Building, The Burroughs, London, NW4 4BT"
"7 
                          February
                          2017",STUDY UK (Ghana),08:00am,03:00pm,"7 
                          February
                          2017","Golden Bean Hotel, 19 Harper Road Nhyiaeso Kumasi"
"10 
                          February
                          2017",STUDY UK (Ghana),08:00am,03:00pm,"9 
                          February
                          2017",La Palm Royal Beach Hotel P. O. Box OS 3000 Osu - Accra
"9 
                          February
                          2017",Polysemous Words: Meaning and Pragmatics,03:00pm,04:00pm,"9 
                          February
                          2017","C127, College Building, Middlesex University, London, NW4 4BT"
"11 
                          February
                          2017",Clay in the Making,01:00pm,05:00pm,"11 
                          February
                          2017","Bruce Castle Museum, Lordship Ln, Tottenham, London, N17 8NU"
"17 
                          February
                          2017",STUDY UK (Nigeria),10:00am,03:00pm,"17 
                          February
                          2017","Eko Hotel and Suites, Plot 1415 Adetokunbo Ademola Street, Victoria Island, Lagos"
"1 
                          February
                          2017",Gay liberation and psychiatry: A history of combat and compromise,05:15pm,06:45pm,"1 
                          February
                          2017","C217, College Building, Middlesex University, the Burroughs, London, NW4 4BT"
"4 
                          February
                          2017",International Education Fair (Lithuania),09:00am,05:00pm,"2 
                          February
                          2017",Lithuanian Exhibition and Congress Center Litexpo
"15 
                          February
                          2017",STUDY UK (Nigeria),10:00am,03:00pm,"15 
                          February
                          2017","Sheraton Hotel, 1 Ladi Kwali Way, Wuse Abuja, Nigeria"
"3 
                          February
                          2017",FGM Conference,09:00am,05:00pm,"3 
                          February
                          2017","College building, Middlesex University, The Burroughs, London, NW4 4BT"
"2 
                          February
                          2017",Psychology Seminar with Dr Jon Silas,04:00pm,05:00pm,"2 
                          February
                          2017","College Building C133, Middlesex University, the Burroughs, London, NW4 4BT"
"26 
                          January
                          2017",Gaudeamus Fair (Prague),08:00am,04:00pm,"25 
                          January
                          2017",Venue: PVA Expo Prague-Letňany
"25 
                          January
                          2017",CUSP/CEEDR Sustainable Global Prosperity & Business Models Seminar,04:00pm,06:00pm,"25 
                          January
                          2017","W152, Williams Building. Hendon Campus"
"25 
                          January
                          2017",Life Cycle of Concepts: The Case of Pilgrimage Tourism,05:00pm,07:00pm,"25 
                          January
                          2017","College Building Boardroom - Room C219 (Middlesex University, The Burroughs, Hendon, London, NW4 4BQ"
"28 
                          January
                          2017",Brunch@STUDIN (Sweden),10:00am,03:00pm,"28 
                          January
                          2017",Brewhouse
"19 
                          January
                          2017",MDX Jazz presents,07:00pm,10:00pm,"19 
                          January
                          2017","The Spice of Life, 6 Moor Street, London, W1D 5NA"
"19 
                          January
                          2017",Open Workshop with the Allegri String Quartet,04:30pm,06:30pm,"19 
                          January
                          2017","Concert Room (2nd floor), Grove B building, Middlesex University, The Burroughs, NW4 4BT"
"21 
                          January
                          2017",Chopras Fair (Abu Dhabi),10:00am,06:00pm,"21 
                          January
                          2017","Crowne Plaza, Sheikh Hamdan Street Abu Dhabi"
"24 
                          January
                          2017",Nomadic subjects: children on the move,12:00pm,01:30pm,"24 
                          January
                          2017","Middlesex University - Town Hall, Committee room 2, London, NW4 4BT"
"24 
                          January
                          2017",100 years of the trailer,03:00pm,05:00pm,"24 
                          January
                          2017","CG51, College Building, Middlesex University,  the Burroughs, London, NW4 4BT"
"14 
                          January
                          2017",Bangkok Education UK Fair Day 1 (Thailand),12:00pm,06:00pm,"14 
                          January
                          2017","The Royal Paragon Hall, 991 Siam Paragon , Rama I Road Pathumwan , Bangkok 10330"
"15 
                          January
                          2017",Bangkok Education UK Fair Day 2 (Thailand),12:00pm,06:00pm,"15 
                          January
                          2017","The Royal Paragon Hall, 991 Siam Paragon , Rama I Road Pathumwan, Bangkok 10330"
"16 
                          January
                          2017",Digitalisation and Robotics in the New Workplace,04:00pm,05:30pm,"16 
                          January
                          2017","W241, Williams Building, Middlesex University, the Burroughs, London, NW4 4BT"
"17 
                          January
                          2017",The Ecstatic Double Bass (Lecture-Recital),07:00pm,09:00pm,"17 
                          January
                          2017","Concert Room (2nd Floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"20 
                          January
                          2017",Chopras Fair (Dubai),10:00am,06:00pm,"19 
                          January
                          2017","Kuwait Road, Al MAnkhool, Burdubai - Dubai - UAE"
"14 
                          December
                          2016",Art and DIY Media Workshop,10:00am,05:00pm,"14 
                          December
                          2016","G172 (Grove building), Middlesex University, the Burroughs, London, NW4 4BT"
"14 
                          December
                          2016","Economic inclusion, wealth distribution and political change",04:00pm,06:00pm,"14 
                          December
                          2016","College Building, C219-C220 (Boardroom), Middlesex University, London, NW4 4BT"
"14 
                          December
                          2016",University Choir Christmas Concert,06:45pm,08:15pm,"14 
                          December
                          2016","St John the Baptist Church, Wood Street, Barnet, EN5 4BW"
"10 
                          January
                          2017",Lillestrom Norges Varemesse (Norway),09:00am,02:00pm,"9 
                          January
                          2017","Norges Varemesse (Norway Trade Fairs), Messeveien 8, N-2004 Lillestrøm, Norway"
"24 
                          January
                          2017",Music Supervision: Syncing Music to Visual Media,06:15pm,08:00pm,"24 
                          January
                          2017","Concert Room (2nd Floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"8 
                          December
                          2016",Concert – “Simply Satirical”,07:00pm,09:00pm,"8 
                          December
                          2016","St Mary's Church, Hendon, London NW4 4JT"
"7 
                          February
                          2017",Piano Recital with Marc Corbett-Weaver,06:15pm,08:00pm,"7 
                          February
                          2017","Concert Room (2nd Floor), Grove B building, Middlesex University, the Burroughs, London, NW4 4BT"
"13 
                          December
                          2016",Power and politics in childhood,12:00pm,01:30pm,"13 
                          December
                          2016","Hendon Town Hall, Committee Room 2, Middlesex University, London, the Burroughs, NW4 4BT"
"10 
                          December
                          2016",Hamburg Bachelor and More Fair (Germany),09:00am,04:00pm,"10 
                          December
                          2016",CCH - Congress Center Hamburg (
"10 
                          January
                          2017",Education in the digital age,12:00pm,01:30pm,"10 
                          January
                          2017","Middlesex University, Williams Building, W153, the Burroughs, London, NW4 4BT"
"6 
                          December
                          2016",From multinational state to transnational space: labour mobility in the post-soviet kaleidoscope,04:00pm,05:30pm,"6 
                          December
                          2016","W213, Middlesex University, London, the Burroughs, NW4 4BT"
"6 
                          December
                          2016",Pop Christmas Concert,08:00pm,11:00pm,"6 
                          December
                          2016","Hope and Anchor, 207 Upper St, Islington, London N1 1RL"
"18 
                          February
                          2017",STUDY UK NIGERIA EXHIBITIONS (Nigeria),10:00am,03:00pm,"18 
                          February
                          2017","Eko Hotel and Suites, Plot 1415 Adetokunbo Ademola Street, Victoria Island, Lagos"
"8 
                          December
                          2016",Images of tradition,03:00pm,04:00pm,"8 
                          December
                          2016","Room CG83, College Building, Middlesex University, London, NW4 4BT"
"14 
                          February
                          2017",Labour Studies Seminar,04:00pm,05:30pm,"14 
                          February
                          2017","Williams Building, W24, Middlesex University, London, NW4 4BT"
"1 
                          December
                          2016",Open Workshop - Allegri String Quartet,04:30pm,06:30pm,"1 
                          December
                          2016","Department of Performing Arts, Middlesex University, the Burroughs, London, NW4 4BT"
"3 
                          December
                          2016",Campus Abroad EDUCATION FAIR 2016 (Mauritius),10:00am,05:00pm,"2 
                          December
                          2016","Hennessy Park Hotel, Ebene, Mauritius"
"2 
                          December
                          2016",Warszawa Education UK (Poland),10:00am,05:00pm,"2 
                          December
                          2016",Centrum Nauki Kopernik
"3 
                          December
                          2016",Kraków Education UK Fair (Poland),11:00am,05:00pm,"3 
                          December
                          2016","Galaxy Hotel, 22A, Gęsia Street, 31-535 Kraków"
"30 
                          November
                          2016",Tough Gig: Tackling low paid self-employment in London & the UK,04:00pm,06:00pm,"30 
                          November
                          2016","College Building, C219-C220- Board Room, Middlesex University, London, the Burroughs, NW4 4BT"
"1 
                          December
                          2016",World AIDS Day,09:00am,01:00pm,"1 
                          December
                          2016","The Quad, Middlesex University, the Burroughs, London, NW4 4BT"
"1 
                          December
                          2016",Expert Seminar: Embracing Complexity,11:00am,01:00pm,"1 
                          December
                          2016","Town Hall Committee Room 1, Middlesex University, the Burroughs, NW4 4BT"
"9 
                          December
                          2016",Hamburg Master and More Fair (Germany),09:00am,04:00pm,"9 
                          December
                          2016",CCH - Congress Center Hamburg (
"13 
                          December
                          2016",Mathematics Christmas Lecture,12:15pm,02:00pm,"13 
                          December
                          2016","Middlesex University, CG76,The Burroughs, London, NW4 4BT"
"26 
                          November
                          2016",Bogota Expo Posgrados en Europa Day 2 (Colombia),02:30pm,07:30pm,"26 
                          November
                          2016","Centro de Convenciones Gonzalo Jiménez De Quezada, Bogota, Colombia"
"1 
                          December
                          2016",Psychology Seminar: Professor Ellen Townsend,12:00pm,01:00pm,"1 
                          December
                          2016","Town Hall Committee Room 2, Middlesex University, the Burroughs, London, NW4 4BT"
"29 
                          November
                          2016",Childhood in the (Post-)Anthropocene,12:00pm,01:30pm,"29 
                          November
                          2016","College Building, CG09, Middlesex University, the Burroughs, London. NW4 4BT"
"29 
                          November
                          2016",Ed Laxton presents 'Financial crisis from the inside' Part 3,01:00pm,02:00pm,"29 
                          November
                          2016","Middlesex University, Room C136, College Building, The Burroughs, London, NW4 4BT"
"23 
                          November
                          2016",Stuttgart Education UK Fair (Germany),11:00am,03:00pm,"23 
                          November
                          2016",", Berliner Pl 1, 70174, Stuttgart, Germany"
"23 
                          November
                          2016",Transgender Awareness,12:00pm,01:00pm,"23 
                          November
                          2016","W160, Williams Building, Middlesex University, the Burroughs, London, NW4 4BT"
"24 
                          November
                          2016",Munich Education UK Fair (Germany),11:00am,03:00pm,"24 
                          November
                          2016",", Munich, Germany"
"26 
                          November
                          2016",Education UK Mauritius HE Fair (Mauritius),11:00am,04:00pm,"25 
                          November
                          2016",Hennessy Park Hotel
"18 
                          November
                          2016",Nicosia Education UK Fair Day 1 (Cyprus),03:30pm,08:00pm,"18 
                          November
                          2016",", Nicosia, Cyprus"
"25 
                          November
                          2016",Bogota Expo Posgrados en Europa Day 1 (Colombia),02:30pm,07:30pm,"25 
                          November
                          2016","Centro de Convenciones Gonzalo Jiménez De Quezada, Bogota, Colombia"
"20 
                          November
                          2016",Nicosia Education UK Fair Day 3 (Cyprus),03:00pm,08:00pm,"20 
                          November
                          2016",", Nicosia, Cyprus"
"21 
                          November
                          2016",Cologne Education UK Fair (Germany),11:00am,03:00pm,"21 
                          November
                          2016",", Albertus-Magnus-Platz, 50923 Köln, Germany"
"28 
                          November
                          2016","Tales from New York City: Gangs, Pathology and Resistance",06:00pm,08:00pm,"28 
                          November
                          2016","Room CG76, College Building, Middlesex University London, The Burroughs, London, NW4 4BT"
"18 
                          November
                          2016",Coaching at Middlesex,10:00am,04:00pm,"17 
                          November
                          2016","Executive Boardroom, College Building, Hendon Campus, Middlesex University, the Burroughs, London, NW4 4BT"
"17 
                          November
                          2016",Psychology Seminar Series: Dr Jackie Gray,02:00pm,03:00pm,"17 
                          November
                          2016","Hendon Town Hall, Committee Room 2, Middlesex University, the Burroughs, London, NW4 4BT"
"22 
                          November
                          2016",Consumer Behaviour in Higher Education,01:00pm,02:00pm,"22 
                          November
                          2016","Vine VG06, Middlesex University, the Burroughs, London, NW4 4BT"
"9 
                          December
                          2016",Inaugural Annual Conference of the International Place Branding Association (IPBA),09:00am,06:00pm,"7 
                          December
                          2016","Hendon Hall Hotel, Ashley Lane, London NW4 1HD"
"18 
                          November
                          2016",Stockholm SACO Student Fair Day 2 (Sweden),09:00am,03:00pm,"18 
                          November
                          2016","Stockholmsmässan, Stockholm/Älvsjö, Sweden"
"15 
                          November
                          2016",AIG - financial crisis from the inside Part 2,12:00pm,01:00pm,"15 
                          November
                          2016","Room CG13, College Building, Middlesex University, The Burroughs, London, NW4 4BT"
"25 
                          November
                          2016",Expo Posgrados en Europa,02:30pm,07:30pm,"25 
                          November
                          2016","Bogota, Colombia"
"16 
                          November
                          2016",Thessaloniki Education UK Fair (Greece),02:00pm,08:00pm,"16 
                          November
                          2016","Electra Palace Hotel, 9, Aristotelous Sq., 546 24 Thessaloniki"
